name,true_cps,found_cps,f1_score,covering_score,cac
ECGFiveDays,[476],[464],0.5,0.97,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.98809828
 0.98179509 0.96579099 0.95001109 0.93445007 0.93835097 0.94222714
 0.94607931 0.94990817 0.95371443 0.95749873 0.95661796 0.95576958
 0.95495298 0.95873297 0.9624929  0.96623337 0.96995495 0.9736582
 0.97734366 0.98101185 0.98026749 0.97955253 0.97886645 0.97820878
 0.96896601 0.95555184 0.94655518 0.94191013 0.93733044 0.93281486
 0.932544   0.93645734 0.93621099 0.94010972 0.94399197 0.94785821
 0.9517089  0.95554448 0.9432416  0.93106632 0.91901622 0.90708895
 0.8952822  0.88359373 0.8798774  0.88012115 0.88038021 0.88065438
 0.88094351 0.88124743 0.88156599 0.88189901 0.88224636 0.88260788
 0.88675687 0.89089094 0.8912657  0.89165444 0.89949082 0.89987972
 0.89659286 0.88967018 0.87915066 0.8687224  0.85838385 0.8481335
 0.83435794 0.82789151 0.82148426 0.82228553 0.82309622 0.82746765
 0.83182503 0.83969687 0.84401586 0.84832204 0.85261576 0.86038067
 0.86116717 0.85504043 0.85586846 0.85670631 0.85755394 0.85841131
 0.85927836 0.86015506 0.86104136 0.86193724 0.86284265 0.86375756
 0.86468194 0.86895789 0.8765577  0.87748292 0.88836214 0.89919752
 0.90998996 0.92074033 0.92816975 0.93557584 0.93969631 0.94381116
 0.94792064 0.95202499 0.95612445 0.95055262 0.95466654 0.958776
 0.96288124 0.96698247 0.97107993 0.97199738 0.969757   0.96754238
 0.96535323 0.96318928 0.95790956 0.95266832 0.94746506 0.94229928
 0.93717049 0.92586436 0.91462036 0.90653153 0.89849026 0.88741459
 0.88869791 0.89305879 0.89741615 0.9017702  0.90307027 0.90742425
 0.91481477 0.90702372 0.9023036  0.89459248 0.88994006 0.87929551
 0.8747144  0.87916454 0.88361229 0.88805787 0.89548645 0.90290313
 0.9103083  0.91770235 0.91915564 0.92061791 0.92208919 0.92356949
 0.92505885 0.92655728 0.92806481 0.92958146 0.93110727 0.93264224
 0.93418642 0.93573983 0.9373025  0.93306099 0.93465045 0.93914774
 0.9378571  0.93658368 0.93532734 0.93408797 0.93286545 0.93741064
 0.94195776 0.94077059 0.9396     0.93844589 0.93730813 0.94189508
 0.94363384 0.94538209 0.94713988 0.94890725 0.95068424 0.9524709
 0.94577232 0.93910169 0.93245866 0.92584283 0.91925386 0.91269137
 0.90615501 0.89964441 0.89315923 0.88669911 0.88026372 0.8738527
 0.86746572 0.8694898  0.87152259 0.87635507 0.88119166 0.88603256
 0.89087794 0.89572802 0.89502382 0.89988814 0.90475764 0.90685924
 0.90897045 0.91109133 0.91322196 0.91536239 0.91198551 0.90862583
 0.9108032  0.91299049 0.91518778 0.91739514 0.92236599 0.92734392
 0.93232913 0.93182433 0.931333   0.93085509 0.93039058 0.92993941
 0.92950154 0.92907696 0.9286656  0.92826745 0.92788247 0.92203859
 0.92168196 0.9186044  0.91554176 0.91522593 0.91219182 0.90917226
 0.90616711 0.90863348 0.91656674 0.91905403 0.92155271 0.91861117
 0.91295837 0.9154946  0.92349073 0.93422028 0.94223576 0.95026166
 0.95557588 0.95817974 0.96079616 0.9661468  0.96878844 0.97144299
 0.97411057 0.97679128 0.97948522 0.98219252 0.98491327 0.9876476
 0.99039561 0.99315742 0.99593315 0.99328028 0.98791912 0.98257058
 0.97723445 0.97191051 0.96659854 0.96129833 0.953286   0.94800819
 0.94274146 0.94021086 0.93496627 0.93518514 0.93268984 0.92747825
 0.93046252 0.93073188 0.93101424 0.92584739 0.92068996 0.91827472
 0.91587045 0.91074212 0.90288645 0.89503708 0.88719367 0.87935593
 0.87152352 0.86369613 0.85587343 0.84805513 0.84298677 0.83792497
 0.83286953 0.82782026 0.82277695 0.81223274 0.80444259 0.79389783
 0.78335135 0.77280271 0.76225146 0.75169715 0.74943567 0.75271628
 0.75047341 0.74823787 0.74600959 0.73823783 0.73046475 0.71991046
 0.70934983 0.69878239 0.69099394 0.69156814 0.68936211 0.67878202
 0.66539734 0.65199843 0.63858466 0.62515544 0.61171015 0.59824816
 0.58476887 0.57127163 0.55775584 0.54422084 0.53348871 0.52274197
 0.51763738 0.51536096 0.51308701 0.51081541 0.5085461  0.50627897
 0.50401395 0.49604921 0.49378136 0.50008818 0.50641745 0.51276951
 0.51914475 0.52554351 0.52909067 0.53553387 0.53911868 0.5427208
 0.54634048 0.54997793 0.55073479 0.54569653 0.54065216 0.54724494
 0.5538647  0.56051185 0.56718682 0.57389001 0.58062186 0.58738279
 0.59417324 0.60099365 0.60784446 0.61177071 0.60979836 0.61672378
 0.61477148 0.62174652 0.62577445 0.62982547 0.6338999  0.63200744
 0.63611905 0.63424309 0.63237006 0.63049991 0.62863256 0.62676794
 0.62490598 0.62304661 0.62118976 0.61933535 0.61748333 0.6156336
 0.61378611 0.61194078 0.61626013 0.62060667 0.62498078 0.62938282
 0.63381319 0.63827226 0.64276043 0.64727811 0.65182569 0.6564036
 0.66101225 0.66880681 0.67348538 0.67502693 0.67340995 0.66861241
 0.66380315 0.65898184 0.65735478 0.65573055 0.65410909 0.65249033
 0.65087423 0.64926071 0.64764973 0.64277838 0.63789262 0.63299209
 0.6313648  0.62973943 0.62811592 0.6264942  0.6348456  0.64658629
 0.65840271 0.67029607 0.68226765 0.6943187  0.70645052 0.71866445
 0.73096181 0.74334398 0.75581234 0.76836833 0.7775728  0.79029789
 0.7996532  0.79519065 0.79419754 0.7932122  0.79223463 0.7947816
 0.79735921 0.80350758 0.81681356 0.82309622 0.83301099 0.84300786
 0.84228962 0.84158181 0.844509   0.84383497 0.84317174 0.84251938
 0.84187798 0.83755794 0.83322196 0.82886964 0.83196209 0.82760387
 0.82322834 0.8226085  0.82199961 0.82140178 0.8208151  0.82023966
 0.82737205 0.83457807 0.84185904 0.8492163  0.85665126 0.85630925
 0.85598143 0.85566794 0.85536896 0.85508465 0.85080198 0.85052982
 0.85027263 0.84596346 0.83754712 0.83317552 0.82878094 0.8285053
 0.82408246 0.8238169  0.82356627 0.82333079 0.82311065 0.81864231
 0.81414731 0.82254448 0.83104463 0.83964989 0.84836246 0.85718458
 0.86611857 0.87516682 0.88433176 0.89361591 0.89399163 0.89439199
 0.89481744 0.89985954 0.90959714 0.92411152 0.94348655 0.96311063
 0.98298955 0.99837515 1.         1.         1.         1.
 1.         1.         1.         0.99450802 0.99096633 0.98740315
 0.97872028 0.96994552 0.96107631 0.95211    0.94304384 0.93915114
 0.94054197 0.93662611 0.93267871 0.92869874 0.93015667 0.93166246
 0.93321733 0.93482254 0.9364794  0.93818928 0.9399536  0.94177381
 0.94365145 0.94558811 0.94758544 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.        ]"
ElectricDevices,"[1090, 4436, 5712, 7923]","[1084, 1027, 1134, 976]",0.4,0.339,[1. 1. 1. ... 1. 1. 1.]
FaceAll,"[1310, 2620, 3930, 5240, 6550, 7860]","[1304, 1384, 2594, 1252, 1434, 2538]",0.429,0.399,[1. 1. 1. ... 1. 1. 1.]
FaceFour,"[2800, 5600, 6650]","[2724, 2974, 5495]",0.5,0.795,[1. 1. 1. ... 1. 1. 1.]
FacesUCR,"[851, 1637, 2292, 3733, 4715, 5566]","[846, 1557, 946, 3726, 1413, 2284]",0.571,0.653,[1. 1. 1. ... 1. 1. 1.]
FiftyWords,"[1755, 3408, 4521]","[1748, 1799, 1697]",0.5,0.571,[1. 1. 1. ... 1. 1. 1.]
Fish,"[1504, 2950, 4570, 5785, 7058, 8504]","[5731, 5784, 5680, 5837, 5629, 5912]",0.286,0.288,[1. 1. 1. ... 1. 1. 1.]
GunPoint,[900],[889],1.0,0.988,[1. 1. 1. ... 1. 1. 1.]
Haptics,"[1228, 3548]","[68, 347]",0.333,0.38,[1. 1. 1. ... 1. 1. 1.]
InlineSkate,"[1058, 2704]","[975, 924]",0.333,0.579,[1. 1. 1. ... 1. 1. 1.]
InsectWingbeatSound,"[320, 640, 960]","[633, 312, 581]",0.75,0.69,[1. 1. 1. ... 1. 1. 1.]
ItalyPowerDemand,[816],[796],0.5,0.975,[1. 1. 1. ... 1. 1. 1.]
LargeKitchenAppliances,"[2812, 5624]","[5772, 2618]",0.333,0.923,[1. 1. 1. ... 1. 1. 1.]
Lightning2,[398],[626],0.5,0.688,[1. 1. 1. ... 1. 1. 1.]
Lightning7,"[1276, 2552, 3828, 5742]","[1234, 3827, 921, 2546]",0.8,0.765,[1. 1. 1. ... 1. 1. 1.]
Mallat,"[768, 1792, 2560]","[2549, 2498, 2599]",0.5,0.564,[1. 1. 1. ... 1. 1. 1.]
Meat,"[1120, 2240]","[1113, 2231]",1.0,0.991,[1. 1. 1. ... 1. 1. 1.]
MedicalImages,[1732],[1722],1.0,0.992,[1. 1. 1. ... 1. 1. 1.]
MoteStrain,[840],[907],0.5,0.923,[1. 1. 1. ... 1. 1. 1.]
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8107, 8006, 8221, 7905, 8321]",0.333,0.335,[1. 1. 1. ... 1. 1. 1.]
NonInvasiveFetalECGThorax2,"[1687, 4124, 6233, 8108, 10358, 12420]","[8107, 12415, 8006, 8207, 7905, 8307]",0.429,0.414,[1. 1. 1. ... 1. 1. 1.]
OliveOil,"[1425, 3705]","[3683, 3947]",0.667,0.729,[1. 1. 1. ... 1. 1. 1.]
OSULeaf,"[907, 1680]","[903, 851]",0.667,0.719,[1. 1. 1. ... 1. 1. 1.]
Plane,"[540, 1044, 1368, 1944, 2412, 3060]","[2411, 3053, 1941, 1361, 2360, 533]",0.857,0.872,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxOutlineAgeGroup,"[720, 2110]","[2348, 2297]",0.333,0.68,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxTW,"[320, 2500, 3660]","[3662, 3611, 3712]",0.5,0.496,[1. 1. 1. ... 1. 1. 1.]
ShapesAll,"[1280, 2560, 3840, 5120]","[1248, 1298, 3836, 2543]",0.8,0.786,[1. 1. 1. ... 1. 1. 1.]
SonyAIBORobotSurface1,[420],[401],0.5,0.973,[1. 1. 1. ... 1. 1. 1.]
SonyAIBORobotSurface2,[715],[702],1.0,0.985,[1. 1. 1. ... 1. 1. 1.]
StarLightCurves,"[486, 1366]","[1365, 1415]",0.667,0.789,[1. 1. 1. ... 1. 1. 1.]
SwedishLeaf,"[928, 2080, 3200]","[3191, 3241, 3140]",0.5,0.501,[1. 1. 1. ... 1. 1. 1.]
Symbols,"[796, 1293, 1591]","[1286, 1350, 1200]",0.5,0.513,[1. 1. 1. ... 1. 1. 1.]
SyntheticControl,"[750, 1500, 2250, 3000]","[1498, 2231, 1549, 2281]",0.6,0.58,[1. 1. 1. ... 1. 1. 1.]
ToeSegmentation1,[1385],[1376],1.0,0.994,[1. 1. 1. ... 1. 1. 1.]
ToeSegmentation2,[1543],[1527],1.0,0.99,[1. 1. 1. ... 1. 1. 1.]
Trace,"[1443, 2955]","[1411, 1661]",0.667,0.644,[1. 1. 1. ... 1. 1. 1.]
TwoLeadECG,[246],[408],0.5,0.479,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.98727216 0.9838625  0.98936521 0.99480859 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.9972096
 0.9901759  0.98963775 0.98916015 0.99499967 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         0.99332545
 0.97785638 0.96247949 0.9471925  0.93199319 0.91687935 0.90184883
 0.89142449 0.8855841  0.89333015 0.89207762 0.88636346 0.88519194
 0.89752015 0.90536952 0.89980437 0.88981524 0.87988282 0.87446734
 0.86909663 0.85931749 0.84959023 0.83991358 0.83028632 0.82514346
 0.82004035 0.81497629 0.81880255 0.80938559 0.82211168 0.83485243
 0.84319464 0.85155915 0.8511269  0.84631915 0.84154753 0.83681145
 0.83211033 0.82744362 0.82281075 0.81821118 0.82244051 0.81790441
 0.81340034 0.80892777 0.80448619 0.79567908 0.7869018  0.77815335
 0.76943276 0.76073905 0.74767319 0.74342843 0.73920966 0.73501641
 0.73084823 0.72670468 0.72258531 0.72730552 0.72323736 0.72360466
 0.73282885 0.74209105 0.75139239 0.76073399 0.77011699 0.77511332
 0.78014649 0.78521717 0.79032601 0.79547371 0.79176472 0.78807874
 0.79332923 0.80308226 0.81288666 0.82274374 0.83265479 0.84710317
 0.86161934 0.85823178 0.86386693 0.86955041 0.87528308 0.87202924
 0.8687995  0.8610617  0.85333326 0.85015964 0.86522392 0.8712492
 0.86362082 0.85599935 0.84838394 0.8453681  0.85158036 0.84862585
 0.84569313 0.84278199 0.83989222 0.84632387 0.85281674 0.85937201
 0.86599088 0.87736638 0.88882996 0.90038364 0.91202945 0.92376949
 0.9166088  0.92849475 0.92615837 0.93342095 0.93116136 0.91930136
 0.90741281 0.89549401 0.88839783 0.88616575 0.89372467 0.89156954
 0.8894384  0.89719045 0.90503001 0.91295893 0.9209791  0.92909246
 0.92727639 0.92548747 0.91867807 0.91185953 0.90503087 0.90839778
 0.9169523  0.91018542 0.90340617 0.91216174 0.9106206  0.90388277
 0.89712992 0.89036095 0.88357474 0.87677014 0.89129436 0.9059881
 0.91547055 0.91967199 0.92939001 0.9392427  0.94923336 0.95936539
 0.95301986 0.95222488 0.94027356 0.93387039 0.91613525 0.90962746
 0.90881    0.90802819 0.90728249 0.90657339 0.91174594 0.92878052
 0.9342354  0.95169862 0.95745251 0.95730506 0.95720524 0.96325043
 0.98169435 1.         0.99459769 0.98874181 0.98916015 0.98329392
 0.98378767 0.98434238 0.98495943 0.98564031 0.98638652 0.98719966
 0.9880814  0.98903348 0.99005771 0.97748488 0.97165679 0.96579027
 0.95988332 0.95393384 0.94793966 0.93470843 0.92129932 0.92966562
 0.92346886 0.92467201 0.92595736 0.91212546 0.89808168 0.88381692
 0.86932162 0.86249854 0.855591   0.88092228 0.87418562 0.87562213
 0.8687995  0.87033299 0.87196568 0.87370146 0.87554444 0.87749899
 0.87059454 0.85449065 0.83803407 0.82120683 0.81344857 0.79595261
 0.78775477 0.75965604 0.74080804 0.73162063 0.72221633 0.70210333
 0.69205843 0.71421355 0.7041677  0.69384589 1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.        ]"
TwoPatterns,"[2168, 4064, 6064]","[2156, 6057, 2105]",0.75,0.747,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryAll,"[1801, 3395, 4960, 6584]","[3406, 4956, 3456, 3355]",0.6,0.586,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryX,"[600, 1131, 1652, 2193]","[1125, 1071, 1175, 1000]",0.4,0.394,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[1128, 2222, 1245, 1178]",0.4,0.588,[1. 1. 1. ... 1. 1. 1.]
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[1130, 2198, 1180, 1072]",0.6,0.602,[1. 1. 1. ... 1. 1. 1.]
Wafer,[115],[100],0.5,0.975,[1. 1. 1. ... 1. 1. 1.]
WordSynonyms,"[202, 2227]","[2226, 2292]",0.667,0.819,[1. 1. 1. ... 1. 1. 1.]
Worms,"[435, 786]","[430, 480]",0.667,0.673,[1. 1. 1. ... 1. 1. 1.]
Yoga,[7295],[7365],1.0,0.991,[1. 1. 1. ... 1. 1. 1.]
Crop,"[1725, 3450, 5175, 8625, 12075, 15525, 17250, 18975]","[20635, 20461, 8613, 20334, 8719, 8663, 20398, 8769]",0.222,0.248,[1. 1. 1. ... 1. 1. 1.]
EOGHorizontalSignal,"[1406, 2812, 4218]","[4349, 4205, 4458]",0.5,0.408,[1. 1. 1. ... 1. 1. 1.]
EOGVerticalSignal,"[1406, 2812, 3749, 5155, 6608]","[5152, 5051, 0, 0, 0]",0.444,0.342,[1. 1. 1. ... 1. 1. 1.]
FreezerRegularTrain,"[2257, 4514, 7900]","[8166, 7889, 8049]",0.5,0.519,[1. 1. 1. ... 1. 1. 1.]
Ham,"[1400, 2935, 4335]","[0, 0, 0]",0.4,0.251,[1. 1. 1. ... 1. 1. 1.]
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2010, 2587, 2060, 1959, 2536, 2637]",0.429,0.399,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxOutlineAgeGroup,"[880, 2608, 6400, 7720]","[886, 939, 1030, 664]",0.4,0.331,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxOutlineCorrect,"[1060, 3000, 4060]","[2999, 3049, 2948]",0.5,0.617,[1. 1. 1. ... 1. 1. 1.]
PowerCons,"[405, 810, 1215]","[1357, 1280, 1229]",0.5,0.337,[1. 1. 1. ... 1. 1. 1.]
ProximalPhalanxOutlineCorrect,"[776, 3212, 4376]","[3074, 3023, 3124]",0.25,0.549,[1. 1. 1. ... 1. 1. 1.]
Strawberry,"[804, 2250, 3054]","[657, 713, 763]",0.5,0.471,[1. 1. 1. ... 1. 1. 1.]
Chinatown,[],[],1.0,1.0,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         0.79555846 0.78450321 0.78565806 0.7753907
 0.77698886 0.77872216 0.73598185 0.69440144 0.653914   0.61445703
 0.5866382  0.58063209 0.55396306 0.52792714 0.50249024 0.47762027
 0.45328699 0.42946188 0.40611798 0.38322982 0.37052387 0.3580811
 0.36510455 0.37209765 0.38854155 0.41425543 0.41165072 0.41845267
 0.43449475 0.45043196 0.45713198 0.47293776 0.50676528 0.52233941
 0.5288948  0.55333324 0.57765741 0.59303011 0.5995671  0.6237279
 0.63906888 0.65441495 0.67847213 0.69382569 0.71785746 0.73325468
 0.74009172 0.75560653 0.7711798  0.75260923 0.75984276 0.77570146
 0.79164025 0.7991647  0.80680207 0.81455555 0.82242842 0.83042403
 0.83854584 0.82986149 0.82131386 0.82983398 0.83848981 0.82186682
 0.81383749 0.78896144 0.77266321 0.78195613 0.77437524 0.76689869
 0.75098911 0.74369685 0.72793364 0.73796914 0.7567637  0.77576342
 0.78633751 0.79709166 0.80803219 0.81916564 0.83049882 0.84203876
 0.84499079 0.84809973 0.83363164 0.81918346 0.80474809 0.79929925
 0.79393084 0.77051134 0.76520871 0.75997719 0.75481497 0.74972025
 0.73538261 0.73972626 0.73482355 0.72998144 0.71565617 0.70125977
 0.69645613 0.70144366 0.71643638 0.73177586 0.71757834 0.71332323
 0.72938086 0.725402   0.7111723  0.72801135 0.76628213 0.78421852
 0.82404703 0.86482099 0.89566772 0.9273294  0.97100981 1.
 1.         1.         1.         1.         1.         1.
 0.99821139 0.99976553 0.98887874 0.97786167 0.96670044 0.95538019
 0.95736902 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.        ]"
DodgerLoopDay,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
Herring,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
MiddlePhalanxTW,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
ShapeletSim,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
UMD,[],[],1.0,1.0,[1. 1. 1. ... 1. 1. 1.]
