name,true_cps,found_cps,f1_score,covering_score,cac
Computers,[5625],[10965],0.5,0.494,[1. 1. 1. ... 1. 1. 1.]
CricketX,"[712, 1293, 1930, 2586]","[1917, 1278, 2584, 710]",1.0,0.98,[1. 1. 1. ... 1. 1. 1.]
CricketY,"[525, 1162, 1837, 2399]","[1821, 2387, 1148, 1680]",0.8,0.744,[1. 1. 1. ... 1. 1. 1.]
CricketZ,"[600, 1106, 1574, 2174]","[1548, 1088, 1420, 549]",0.6,0.683,[1. 1. 1. ... 1. 1. 1.]
DiatomSizeReduction,"[517, 948]","[943, 511]",1.0,0.983,[1. 1. 1. ... 1. 1. 1.]
DistalPhalanxOutlineAgeGroup,[300],[251],0.5,0.933,[1. 1. 1. ... 1. 1. 1.]
DistalPhalanxTW,"[580, 2220]","[570, 466]",0.667,0.724,[1. 1. 1. ... 1. 1. 1.]
Earthquakes,[8448],[10052],0.5,0.717,[1. 1. 1. ... 1. 1. 1.]
ECG200,[744],[705],0.5,0.968,[1. 1. 1. ... 1. 1. 1.]
ECG5000,[1277],[1274],1.0,0.997,[1. 1. 1. ... 1. 1. 1.]
