name,true_cps,found_cps,f1_score,covering_score,cac
Computers,[5625],[10732],0.5,0.489,[1. 1. 1. ... 1. 1. 1.]
CricketX,"[712, 1293, 1930, 2586]","[1929, 2554, 1276, 691]",0.8,0.955,[1. 1. 1. ... 1. 1. 1.]
CricketY,"[525, 1162, 1837, 2399]","[1825, 1292, 2467, 1526]",0.4,0.626,[1. 1. 1. ... 1. 1. 1.]
CricketZ,"[600, 1106, 1574, 2174]","[1545, 2165, 1067, 546]",0.4,0.909,[1. 1. 1. ... 1. 1. 1.]
DiatomSizeReduction,"[517, 948]","[943, 514]",1.0,0.988,[1. 1. 1. ... 1. 1. 1.]
DistalPhalanxOutlineAgeGroup,[300],[293],1.0,0.99,[1. 1. 1. ... 1. 1. 1.]
DistalPhalanxTW,"[580, 2220]","[570, 466]",0.667,0.724,[1. 1. 1. ... 1. 1. 1.]
Earthquakes,[8448],[8903],0.5,0.914,[1. 1. 1. ... 1. 1. 1.]
ECG200,[744],[704],0.5,0.967,[1. 1. 1. ... 1. 1. 1.]
ECG5000,[1277],[1260],1.0,0.984,[1. 1. 1. ... 1. 1. 1.]
ECGFiveDays,[476],[456],0.5,0.95,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99866834 0.98621972 0.98049562 0.97813106 0.97579391 0.97348385
 0.97120059 0.96894382 0.96671325 0.96450859 0.96232956 0.96017587
 0.95804726 0.95594345 0.94416387 0.93890331 0.93368031 0.92849436
 0.923345   0.91823175 0.91315413 0.9081117  0.89992405 0.89178335
 0.88368895 0.87564019 0.86763642 0.85967701 0.85176133 0.84388876
 0.8360587  0.83764719 0.84236272 0.84707424 0.85178199 0.85648621
 0.86118712 0.85970008 0.85823135 0.85369881 0.84919456 0.84471826
 0.84333623 0.83584812 0.82839679 0.8270857  0.81969688 0.81842841
 0.81110055 0.80684046 0.80260533 0.79839486 0.79420876 0.79004673
 0.78590848 0.78179373 0.78370761 0.78562789 0.78755465 0.78948793
 0.7914278  0.79337432 0.79532755 0.79728755 0.79925439 0.80122813
 0.80320883 0.80519655 0.80719136 0.80919332 0.8112025  0.81321895
 0.81524275 0.82315362 0.83105905 0.83895941 0.84685504 0.85474633
 0.85093689 0.84714769 0.84337848 0.83962905 0.83298665 0.82927891
 0.82268324 0.82482476 0.82987596 0.83493004 0.83998721 0.8450477
 0.8501117  0.85517943 0.8602511  0.85955808 0.85887854 0.85821243
 0.85755968 0.85692024 0.85342059 0.84993824 0.84360363 0.84015732
 0.84245875 0.84476918 0.84708871 0.84941742 0.85175539 0.85410271
 0.85645946 0.85882573 0.8612016  0.85788692 0.854588   0.85699903
 0.85941985 0.85616177 0.8500759  0.84684952 0.84931912 0.85179868
 0.8542883  0.85678807 0.85929808 0.86181843 0.86434923 0.86689056
 0.86944253 0.87483643 0.8802395  0.88565197 0.89107405 0.89650598
 0.89912056 0.9017467  0.90438451 0.90985974 0.91534583 0.92084301
 0.92635151 0.92904771 0.9317564  0.93165448 0.93156581 0.93149039
 0.92860569 0.92573452 0.92287676 0.92003228 0.91720097 0.91156055
 0.90593294 0.90031793 0.90600505 0.91170568 0.90612872 0.90056373
 0.89501049 0.88946875 0.8839383  0.87841889 0.8729103  0.8674123
 0.86192467 0.85644717 0.85097959 0.84552169 0.84007325 0.83463405
 0.82637382 0.81812073 0.80987445 0.80163463 0.79340092 0.78233841
 0.77127928 0.76022304 0.75200699 0.74379521 0.73558733 0.72738301
 0.72202453 0.71667156 0.70847857 0.70313454 0.69494716 0.69246064
 0.68427918 0.67609869 0.66791884 0.65973927 0.65155963 0.64337956
 0.63519871 0.62701672 0.61596827 0.60778101 0.59672263 0.58565761
 0.57745838 0.56925571 0.56104924 0.5528386  0.54462343 0.53640335
 0.52817799 0.51994698 0.50881893 0.5034665  0.49811227 0.492756
 0.48739745 0.48203637 0.47957907 0.47712426 0.47175976 0.46347689
 0.45810242 0.45272399 0.44734135 0.44195426 0.4336325  0.42529948
 0.41989107 0.41447708 0.41494296 0.41541614 0.40999744 0.40457231
 0.40209707 0.40554232 0.40900211 0.41247664 0.41596614 0.41947081
 0.41703327 0.41459578 0.42111819 0.42766446 0.434235   0.43783136
 0.44444747 0.44808176 0.45173332 0.45540238 0.45908921 0.46279404
 0.46651715 0.47025878 0.47401921 0.47779868 0.48159749 0.48541589
 0.48925417 0.4931126  0.50312717 0.51318288 0.52328041 0.53342047
 0.54360376 0.55073696 0.55790396 0.56510527 0.57545199 0.57649681
 0.58067668 0.58175369 0.58284416 0.58394824 0.59135709 0.59880416
 0.60629002 0.6074873  0.60869933 0.60992629 0.61116831 0.61242556
 0.6136982  0.61818944 0.62270999 0.62726026 0.63184067 0.63645165
 0.63785581 0.64252205 0.64722013 0.65846999 0.66978253 0.67460915
 0.68275231 0.69094555 0.69918965 0.70748542 0.71583367 0.72423521
 0.72936048 0.73452408 0.73972657 0.74496853 0.75361489 0.76569249
 0.77784685 0.79347012 0.80919083 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.        ]"
ElectricDevices,"[1090, 4436, 5712, 7923]","[7758, 8239, 5636, 2291]",0.4,0.678,[1. 1. 1. ... 1. 1. 1.]
